

Date and Time:
0
12/07/2017 13:48:05
Subject	Trial	Word	Condition	PairNum	VerbNum	Attachment	Time	Duration	Answers	Response	ResponseTime
p1	1	Der	1	107	15	NA	178251	344
p1	1	Bote	1	107	15	NA	178809	360
p1	1	befördert	1	107	15	NA	179384	444
p1	1	die	1	107	15	NA	180042	344
p1	1	Kisten	1	107	15	NA	180601	394
p1	1	mit	1	107	15	NA	181209	344
p1	1	dem	1	107	15	NA	181768	344
p1	1	gelben	1	107	15	NA	182326	394
p1	1	Etikett.	1	107	15	NA	182935	427
p1	1	Wer wird befördert?	4	107	15	NA	 	 	Kisten/Bote	1	185407
p1	2	Das	3	77	0	NaN	186527	344
p1	2	Pferd	3	77	0	NaN	187085	377
p1	2	war	3	77	0	NaN	187677	344
p1	2	ein 	3	77	0	NaN	188235	360
p1	2	verspätetes	3	77	0	NaN	188810	477
p1	2	Geschenk	3	77	0	NaN	189502	427
p1	2	zum	3	77	0	NaN	190144	344
p1	2	elften	3	77	0	NaN	190702	394
p1	2	Geburtstag.	3	77	0	NaN	191311	477
p1	3	Die	2	103	119	VA	193769	344
p1	3	Hündin	2	103	119	VA	194328	394
p1	3	plagt	2	103	119	VA	194936	377
p1	3	die	2	103	119	VA	195528	344
p1	3	Fliege	2	103	119	VA	196087	394
p1	3	mit	2	103	119	VA	196695	344
p1	3	dem	2	103	119	VA	197253	344
p1	3	wedelnden	2	103	119	VA	197812	444
p1	3	Schwanz.	2	103	119	VA	198470	427
p1	4	Der	1	77	134	VA	200554	344
p1	4	Prüfer	1	77	134	VA	201112	394
p1	4	sperrt	1	77	134	VA	201721	394
p1	4	die	1	77	134	VA	202329	344
p1	4	Zone	1	77	134	VA	202888	360
p1	4	mit	1	77	134	VA	203463	344
p1	4	dem	1	77	134	VA	204021	344
p1	4	rot-weißen	1	77	134	VA	204579	460
p1	4	Absperrband.	1	77	134	VA	205255	494
p1	5	Die	3	59	0	NaN	207347	344
p1	5	beiden	3	59	0	NaN	207905	394
p1	5	Bildhauer	3	59	0	NaN	208513	444
p1	5	starben	3	59	0	NaN	209172	410
p1	5	im	3	59	0	NaN	209797	327
p1	5	Abstand	3	59	0	NaN	210339	410
p1	5	von	3	59	0	NaN	210964	344
p1	5	sechs	3	59	0	NaN	211522	377
p1	5	Jahren.	3	59	0	NaN	212114	410
p1	6	Der	2	8	141	NA	214514	344
p1	6	Hirsch	2	8	141	NA	215073	394
p1	6	trifft	2	8	141	NA	215681	394
p1	6	den	2	8	141	NA	216289	344
p1	6	Krieger	2	8	141	NA	216848	410
p1	6	mit	2	8	141	NA	217473	344
p1	6	dem	2	8	141	NA	218031	344
p1	6	klobigen	2	8	141	NA	218590	427
p1	6	Gewehr.	2	8	141	NA	219232	410
p1	7	Der	2	83	59	VA	221649	344
p1	7	König	2	83	59	VA	222207	377
p1	7	empfängt	2	83	59	VA	222799	427
p1	7	den	2	83	59	VA	223441	344
p1	7	Knecht	2	83	59	VA	223999	394
p1	7	mit	2	83	59	VA	224607	344
p1	7	seinem	2	83	59	VA	225166	394
p1	7	prächtigen	2	83	59	VA	225774	460
p1	7	Zepter.	2	83	59	VA	226449	410
p1	8	Die	1	92	129	VA	228458	344
p1	8	Trainerin	1	92	129	VA	229016	444
p1	8	schlägt	1	92	129	VA	229675	410
p1	8	den	1	92	129	VA	230300	344
p1	8	Hund	1	92	129	VA	230858	360
p1	8	mit	1	92	129	VA	231433	344
p1	8	einem	1	92	129	VA	231992	377
p1	8	langen	1	92	129	VA	232584	394
p1	8	Stock.	1	92	129	VA	233192	394
p1	9	Die	1	115	150	NA	235292	344
p1	9	Blinde	1	115	150	NA	235851	394
p1	9	verehrt	1	115	150	NA	236459	410
p1	9	das	1	115	150	NA	237084	344
p1	9	Wesen	1	115	150	NA	237643	377
p1	9	mit	1	115	150	NA	238234	344
p1	9	den	1	115	150	NA	238793	344
p1	9	zarten	1	115	150	NA	239351	394
p1	9	Fingern.	1	115	150	NA	239960	427
p1	9	Wer hat zarte Finger?	4	115	150	NA	 	 	Wesen/Blinde	1	242901
p1	10	Die	3	12	0	NaN	243969	344
p1	10	Putzfrau	3	12	0	NaN	244527	427
p1	10	öffnet	3	12	0	NaN	245169	394
p1	10	die	3	12	0	NaN	245777	344
p1	10	Fenster	3	12	0	NaN	246336	410
p1	10	und	3	12	0	NaN	246961	344
p1	10	schließt	3	12	0	NaN	247519	427
p1	10	die	3	12	0	NaN	248161	344
p1	10	Türen.	3	12	0	NaN	248719	394
p1	10	Was wird geöffnet?	4	12	0	NaN	 	 	Fenster/Türen	1	251744
p1	11	Der	1	73	53	NA	252878	344
p1	11	Polizist	1	73	53	NA	253437	427
p1	11	braucht	1	73	53	NA	254078	410
p1	11	seinen	1	73	53	NA	254703	394
p1	11	Kollegen	1	73	53	NA	255312	427
p1	11	mit	1	73	53	NA	255954	344
p1	11	dem	1	73	53	NA	256512	344
p1	11	anonymen	1	73	53	NA	257070	427
p1	11	Telefon.	1	73	53	NA	257712	427
p1	12	Der	3	42	0	NaN	260071	344
p1	12	Casanova	3	42	0	NaN	260629	427
p1	12	hatte	3	42	0	NaN	261271	377
p1	12	viel	3	42	0	NaN	261863	360
p1	12	Geld	3	42	0	NaN	262438	360
p1	12	und	3	42	0	NaN	263013	344
p1	12	kaufte	3	42	0	NaN	263571	394
p1	12	edle	3	42	0	NaN	264180	360
p1	12	Schuhe.	3	42	0	NaN	264755	410
p1	13	Der	1	111	18	NA	267122	344
p1	13	Maler	1	111	18	NA	267680	377
p1	13	begutachtet	1	111	18	NA	268272	477
p1	13	die	1	111	18	NA	268964	344
p1	13	Wand	1	111	18	NA	269522	360
p1	13	mit	1	111	18	NA	270097	344
p1	13	der	1	111	18	NA	270656	344
p1	13	frischen	1	111	18	NA	271214	427
p1	13	Farbe.	1	111	18	NA	271856	394
p1	14	Die	3	62	0	NaN	273806	344
p1	14	Felder	3	62	0	NaN	274365	394
p1	14	befinden	3	62	0	NaN	274973	427
p1	14	sich	3	62	0	NaN	275615	360
p1	14	drei	3	62	0	NaN	276190	360
p1	14	Ecken	3	62	0	NaN	276765	377
p1	14	vom	3	62	0	NaN	277357	344
p1	14	Haus	3	62	0	NaN	277915	360
p1	14	entfernt.	3	62	0	NaN	278490	444
p1	15	Der	2	85	127	NA	280874	344
p1	15	Ninja	2	85	127	NA	281432	377
p1	15	schützt	2	85	127	NA	282024	410
p1	15	den	2	85	127	NA	282649	344
p1	15	Meister	2	85	127	NA	283208	410
p1	15	mit	2	85	127	NA	283833	344
p1	15	den	2	85	127	NA	284391	344
p1	15	uralten	2	85	127	NA	284949	410
p1	15	Weisheiten.	2	85	127	NA	285575	477
p1	16	Die	2	97	50	NA	287758	344
p1	16	Möwe	2	97	50	NA	288317	360
p1	16	bezwingt	2	97	50	NA	288892	427
p1	16	die	2	97	50	NA	289533	344
p1	16	Muschel	2	97	50	NA	290092	410
p1	16	mit	2	97	50	NA	290717	344
p1	16	ihrer	2	97	50	NA	291275	377
p1	16	harten	2	97	50	NA	291867	394
p1	16	Schale.	2	97	50	NA	292476	410
p1	17	Der	1	127	182	NA	294734	344
p1	17	Junggeselle	1	127	182	NA	295293	477
p1	17	wählt	1	127	182	NA	295984	377
p1	17	die	1	127	182	NA	296576	344
p1	17	Angebetete	1	127	182	NA	297135	460
p1	17	mit	1	127	182	NA	297810	344
p1	17	einem	1	127	182	NA	298368	377
p1	17	hübschen	1	127	182	NA	298960	427
p1	17	Kleid.	1	127	182	NA	299602	394
p1	17	Wer wird gewählt?	4	127	182	NA	 	 	Angebetete/Junggeselle	1	302702
p1	18	Der	1	86	39	VA	304144	344
p1	18	Spion	1	86	39	VA	304702	377
p1	18	beschriftet	1	86	39	VA	305294	477
p1	18	das	1	86	39	VA	305986	344
p1	18	Notizbuch	1	86	39	VA	306544	444
p1	18	mit	1	86	39	VA	307203	344
p1	18	einer	1	86	39	VA	307761	377
p1	18	wertvollen	1	86	39	VA	308353	460
p1	18	Information.	1	86	39	VA	309028	494
